,id,label,text,img
2086,45930,0,if you got your phone wet try leaving it in dry rice overnight it will attract asians who will fix your electronics for you, cellular_telephone web_site lipstick notebook jean
2087,19647,0,i grew up in a household where talking back got your ass whooped, barbershop book_jacket cinema park_bench harmonica
2088,36842,0,so you're against immigration? splendid! when do you leave?, panpipe book_jacket theater_curtain mask wig
2089,31629,1,me: hey maybe we should accept people regardless of their sexual preferences? islamic countries: (muslim noises), cloak sleeping_bag neck_brace sweatshirt cellular_telephone
2090,19426,0,omg the middle east has ninjas too!!, mortarboard umbrella academic_gown cowboy_hat rifle
2091,40953,0,once you are in my pack i will always have your back, timber_wolf red_wolf coyote white_wolf dingo
2092,7469,0,where is the criminal?, reflex_camera assault_rifle revolver rifle Polaroid_camera
2093,38209,1,when instincts take over, ping-pong_ball Indian_cobra tobacco_shop plane tennis_ball
2094,87235,0,stupid neighbours woke me up, diaper sleeping_bag quilt studio_couch shower_cap
2095,42160,0,riots in the streets, neck_brace ski assault_rifle syringe solar_dish
2096,49670,1,covers his wife from head to toes because sexual thoughts are satanic blows himself up because someone promised him72 virgins to f*ck with, book_jacket web_site comic_book television hair_spray
2097,45126,1,when you don't know who to call the police or the rspca, wig book_jacket comic_book nail theater_curtain
2098,86329,1,muslim 49 people were killed at christchurch mosques muslim 49 people were killed at christchurch, stage comic_book book_jacket jersey web_site
2099,48930,1,"""this is not going to be the country of white people"" - ilhan omar", bath_towel cloak sweatshirt abaya bonnet
2100,12039,0,never forget 9/11, book_jacket rotisserie comic_book printer web_site
2101,14632,1,after 3 million years of evolution we have only lost the hair!, gorilla swimming_trunks swing bucket bathing_cap
2102,64350,1,muslims and jews to the fuck off department muslims and jews to the fuck off department, barrow shopping_cart stretcher shopping_basket folding_chair
2103,62084,0,the best way to get on your feet is to get off your ass, book_jacket bearskin vestment torch academic_gown
2104,28049,0,mandatory work without exemptions. i do nazi see the problem.., suit bow_tie book_jacket Windsor_tie cornet
2105,56290,0,why doesn't aldi's have their own brand of nuts called aldi's nuts?, stage torch spotlight microphone racket
2106,28935,1,this would be racist if black people could read, gas_pump street_sign parking_meter barbershop book_jacket
2107,35417,0,must be time for more liberal bullshit, microphone stage sax academic_gown book_jacket
2108,93082,0,who the fuck is that person?, suit book_jacket comic_book academic_gown Windsor_tie
2109,56249,1,who did this, cock fur_coat hen soft-coated_wheaten_terrier Brabancon_griffon
2110,23140,0,winter weather got your skin dry? i've got some lotion in the back, jersey bulletproof_vest sweatshirt cellular_telephone umbrella
2111,68371,1,thankfully youtube blocked those videos or she might have popped even more people in their office, abaya mask cloak parking_meter ski_mask
2112,78039,1,homosexual, suit loudspeaker radio stole trench_coat
2113,36014,0,official white house holiday ornaments, palace obelisk stupa book_jacket fountain
2114,86273,0,"open carry when you're too much of a coward to enlist, yet you want to intimidate.people by playing army", military_uniform rifle book_jacket assault_rifle brass
2115,23504,1,white trash an individual who may or may not be poor but is monumentally ignorant and stupid, bow_tie limousine cash_machine cellular_telephone groom
2116,72608,0,"dear lord, thank you for making sure noah put turkey, white tail deer, elk and everything else we hunt on the ark! amen", sleeping_bag studio_couch cowboy_boot quilt park_bench
2117,10238,0,african girl suffering from a face deformity, wig theater_curtain brassiere window_shade perfume
2118,35247,1,when your fifth wife comes home from the mosque showing a lot of ankle so you take her to the bedroom but her pussy smells like the neighbors goat, scoreboard book_jacket ballplayer bookcase tobacco_shop
2119,46978,0,obama voters, chimpanzee gorilla macaque siamang spider_monkey
2120,40857,0,you need to be on top of news, upright grand_piano bow_tie book_jacket barbershop
2121,93128,1,obama sucks. liberals are dumb. conservitives are great. jesus is lord. pro life. get rid of illegals. build a wall. bomb isis. obamacare is the devils work, beer_glass red_wine coffee_mug cup goblet
2122,63784,1,these were the faulty wires that caused the fire at notre dame cathedral, vestment lab_coat notebook laptop shower_cap
2123,81296,0,a tragedy, fountain boathouse book_jacket space_shuttle rotisserie
2124,37058,1,"when blacks started wearing their pants low, white people called it ""saggin."" spell saggin backwards... those sneaky white people", television suit web_site notebook bow_tie
2125,34028,0,two girls sitting in a cart east london 1970, cradle barrow crate tricycle oxcart
2126,98064,0,life hack: your dishwasher can also wash your car, dishwasher shopping_cart file refrigerator photocopier
2127,76483,0,how police officers take out their trash, ashcan bucket barrow plastic_bag barrel
2128,92354,0,this is my step ladder i never knew my real ladder, swing lab_coat tripod swimming_trunks folding_chair
2129,71830,0,"""what's the difference between the 2? the first one can't sing when you put chains on it""", macaque guenon patas baboon titi
2130,6541,1,"hey i just met you and this is crazy, but here's my number i'll gas your baby", suit book_jacket Windsor_tie comic_book bow_tie
2131,21569,1,"esther, you so ugly, i'm gonna take yo face and stamp out sum gorilla cookies", stage jersey dumbbell book_jacket web_site
2132,4863,0,a little hood. a little hippie., fur_coat stole cellular_telephone ear perfume
2133,87429,1,how do chinese people name their babies? they throw them down the stairs and see what noise they make, book_jacket comic_book hair_spray web_site packet
2134,94350,1,"i wonder is he's thinking about me siri, find me interracial tranny amputee midget fisting porn.", lab_coat web_site cellular_telephone notebook crib
2135,24189,1,when you know how to say n****r in five different languages i'm kinda a gamer, laptop notebook tape_player accordion cassette_player
2136,26073,1,wanted : '' fled from the kitchen '', mortarboard academic_gown wig hair_spray sweatshirt
2137,61908,0,under section 44 of the australian constitution any person having allegiance to a foreign power is not entitled to a seat in our government. the un is foreign power, jersey packet book_jacket sweatshirt maillot
2138,46310,1,when your days are numbered but you can't count, jean notebook suit web_site potter's_wheel
2139,89302,1,damn son where'd you find this its ok baby im vice lord you do know know im a tranny right, book_jacket remote_control hair_spray cellular_telephone wig
2140,85901,0,woman painted herself for art project, mask book_jacket comic_book ski_mask gasmask
2141,26179,0,woman takes adorable pregnancy announcment photos in a pasture with her horses, sorrel cowboy_hat worm_fence ox llama
2142,59072,0,"this 49er left the nfl to fight for his country please ""like"" and ""share"" to support glen coffee!", military_uniform kimono trench_coat suit gown
2143,41387,0,the only time you'll see a muslim hugging a pig, groom suit Loafer stage Windsor_tie
2144,8415,0,all people should be protected by those in blue, half_track parachute tank tow_truck military_uniform
2145,38547,1,i only wear silk panties cotton ones remind me of slavery, wig stage suit television Irish_water_spaniel
2146,82674,0,"democrats, the test results are back and donald trump is your daddy", comic_book marimba toyshop suit television
2147,12608,0,polished aluminum f150 proof that you really can polish a turd, limousine pickup tow_truck cab racer
2148,2413,0,"women ask for equal rights, and this is why", lipstick face_powder book_jacket wig perfume
2149,51627,0,that's one way to get suspended from school, hatchet academic_gown abaya suit macaque
2150,26318,1,when it is namaz time but you see a goat in the middle of the way.., steel_drum vestment crutch marimba lab_coat
2151,79584,1,who's down for a 3.5 way, military_uniform trombone cornet sax bassoon
2152,9547,0,if being a racist means i don't want my country turned into a pile of rocks & and goatshit ruled by a barbaric cult then i'm a racist, bookshop ping-pong_ball library panpipe scoreboard
2153,69470,0,how black people fight here how black people fight there, seashore web_site swimming_trunks sandbar comic_book
2154,8546,1,i'm not saying you are a slut but you are easier than poland, suit book_jacket trench_coat comic_book maillot
2155,52803,1,me: puts bag of popcorn into the microwave everyone at the senior center :, ant envelope menu rule jigsaw_puzzle
2156,63251,1,"when you're fuhrking her from the back and she says ""i'll pay the gas bill daddy.""", book_jacket bow_tie academic_gown television guillotine
2157,14823,1,you are the funny one maybe i'll kill you last, military_uniform stage ballplayer marimba spotlight
2158,14520,0,"in space, reverse cowgirl and doggy style are the same position", microphone bow_tie television book_jacket web_site
2159,57602,0,a talking ape, gorilla howler_monkey chimpanzee three-toed_sloth beaver
2160,46813,0,when you catch your teenage goat having sex for the first time, Brittany_spaniel borzoi cocker_spaniel golden_retriever Ibizan_hound
2161,70368,1,"i want my 72 virgins to be 66 goats, 5 boys and 1 bi-curious donkey", shower_cap lab_coat mask sombrero syringe
2162,40791,0,white people is this a shooting range?, ping-pong_ball wig book_jacket hair_spray punching_bag
2163,65908,0,never had one before. what? a room to yourself? a white bitch, web_site Pomeranian cellular_telephone Arctic_fox Samoyed
2164,15738,1,you're black. sorry no cure, web_site lab_coat notebook iron limousine
2165,63417,0,joe: you were a mistake curious george obama: you'll be a bigger one creepy joe, groom bow_tie gown academic_gown Loafer
2166,51237,0,we about to get spicy and lit up in here, plate soup_bowl lab_coat guacamole espresso
2167,30286,0,had to get wisdom teeth removed i guess you shouldn't have been such a smart mouth, badger polecat weasel black-footed_ferret lesser_panda
2168,7254,1,"muslims believe that if they get killed by a woman, they go straight to hell well ladies, it's time to lock and load", sunglass sunglasses power_drill revolver ice_lolly
2169,12837,1,imagine if you will a group of people so disgusting... ...they have to make laws making it illegal to hate them, book_jacket envelope comic_book binder web_site
2170,95814,0,yo mama's so dumb... she lost a rigged election!, academic_gown stage bearskin microphone hair_spray
2171,52716,0,best holiday gift for animal lovers, teddy Chihuahua piggy_bank Brabancon_griffon pug
2172,65940,0,all animals are our friends!, bib scale neck_brace web_site diaper
2173,39175,0,when your dad passes the family school shooting gun down to you, holster bulletproof_vest revolver assault_rifle whistle
2174,68903,0,"he might only be here for part of your life but for him, you are his whole life", golden_retriever Labrador_retriever tennis_ball Irish_setter web_site
2175,4287,1,"that's it, back to the kitchen! where's my sammich? women's day is over!", maillot maillot cowboy_boot bikini sarong
2176,26319,1,life handed me lemons so i fucked them and gave them lemon-aids, sunglass sunglasses jersey sweatshirt ballplayer
2177,24653,0,baboons on their way home, baboon book_jacket macaque ibex bighorn
2178,13248,0,i don't have time to be racist when i have my american muscle with four working tires, cowboy_boot jean pickup moving_van crate
2179,41958,1,"when you're trying to take family portraits but white trash is life, that little girl on the right could teach you everything you need to know about life", comic_book knee_pad bobsled book_jacket library
2180,17054,1,"lesbians when they spot a hot straight girl... ""call me tina cos i'm gonna turner""", book_jacket comic_book mask theater_curtain head_cabbage
2181,52960,0,every time a person is offended on social media a vote is cast for trump, Windsor_tie suit groom academic_gown gown
2182,81245,1,when you are hanging out with your black friends and they finally give you a cool nickname cracker, sunglass sunglasses rocking_chair park_bench swing
2183,90127,0,2015 ford promotion free aaa membership, tow_truck pickup crane snowplow trailer_truck
2184,3871,1,justin trudeau the imam of canada, web_site notebook television groom bow_tie
2185,71625,1,my new wife is like my car 12 years old and stolen from europe, seat_belt lab_coat abaya gasmask television
2186,84907,0,i keep asking what lgbtq stands for. so many letters to remember, Eskimo_dog Siberian_husky malamute dogsled web_site
2187,9376,0,i might not be good at sucking cock but i can put beavers outta work, mask syringe comic_book ski_mask bubble
2188,92408,1,"""go into china town, you don't see negro stores. go into jew town, you don't see negro stores. but come up here in black town and every kind of store is here but yours."" malcolm x", bow_tie book_jacket cornet barbershop television
2189,41325,0,i suppose a sandwich is out of the question, groom suit limousine Windsor_tie academic_gown
2190,57826,1,if this is what they call pride.. then i don't wanna see what they call shame, flagpole pole parachute fiddler_crab horizontal_bar
2191,52318,0,when your kid actually is transgender, comic_book toyshop stole tobacco_shop cardigan
2192,63025,1,when the serb kid starts talking mad shit, jean bulletproof_vest holster revolver reflex_camera
2193,35902,0,when all those shrugs from not knowing what to eat are starting to pay off, bathing_cap maillot maillot seashore sarong
2194,90573,0,what kind of punch can take out 20 kids and 6 adults? a sandy hook, Band_Aid nail hammer maraca mortar
2195,73154,1,when you want to enter islam when you want to leave islam, bathing_cap groom abaya gown cellular_telephone
2196,19234,0,"is this motherfucker serious? where the fuck am i supposed to find ""a truckload of bitches? """, wig fur_coat web_site Angora Great_Pyrenees
2197,83764,1,"muslim at the entrance: ""hello brother!"" brenton tarrant:", revolver assault_rifle power_drill rifle tripod
2198,30697,0,the plate is so hot al gore is using it as evidence of global warming, neck_brace jersey Band_Aid sunscreen comic_book
2199,48162,1,is someone using the oven? cuz i smell gas, hair_spray book_jacket pajama comic_book web_site
2200,18942,0,who's a birthday girl? you're a birthday girl, Chihuahua toy_terrier barrow Mexican_hairless Ibizan_hound
2201,23450,0,i'm beautiful!, vestment cloak poncho barbershop barber_chair
2202,1327,0,"i'm not sick, i'm twisted sick makes it sound like there's a cure", book_jacket chimpanzee mask guenon comic_book
2203,70194,1,ancient problems require jewish solutions needs to steal a bracelet becomes shlomo ben-yisrael, Windsor_tie web_site cowboy_hat academic_gown bow_tie
2204,65380,0,is your name winter? because you'll be coming soon, Windsor_tie suit groom web_site gown
2205,34652,1,if you're gonna go boating make sure you have the proper flotation devices, bikini brassiere maillot sarong volleyball
2206,15439,0,goat yoga is my favorite sport, frilled_lizard triceratops armadillo cock ox
2207,83921,1,this faceapp stuff is incredible!, bathing_cap fur_coat web_site cellular_telephone book_jacket
2208,46857,0,when people get added... when people real ize what kind of group this really is.., wig hair_spray jersey hair_slide shower_cap
2209,69140,1,"remember when illegal aliens just wanted to just go home? now they want free food, healthcare, and housing", book_jacket brass obelisk sundial pedestal
2210,35016,0,"yo dude, who passed the aux cord?", baseball eggnog toilet_tissue coffee_mug ping-pong_ball
2211,87351,0,when you realize you left the stove on at home, jean jersey diaper Band_Aid soccer_ball
2212,39452,0,then he said i couldn't come to the barbecue because i always burn the franks, hotdog cheeseburger toaster French_loaf plate
2213,75320,0,japan soars to its highest temperature ever recorded: 106 degrees that's where you're wrong kiddo, fire_screen torch caldron comic_book theater_curtain
2214,46983,0,when your dishwasher is broken so you take it back to walmart to get a new one, dishwasher radiator refrigerator jean toilet_tissue
2215,1875,0,does anyone know if he had a donor card? i need parts for my go-cart, maze suit valley sweatshirt neck_brace
2216,79854,1,you knew that was the wrong hole you're goddamn right i did!, wig comic_book book_jacket hair_spray sunglass
2217,35271,0,you knew i was a snake when you let me in, bathing_cap abaya cellular_telephone suit whistle
2218,79321,1,captain america when he arrives back in the forties i'm gonna say the n word!, book_jacket comic_book web_site lab_coat sweatshirt
2219,31426,1,michelle obama without makeup, orangutan chimpanzee siamang tennis_ball patas
2220,26379,0,straight outta oven, pizza hot_pot plate dining_table potpie
2221,81902,0,i'm not a smart man but at least i didn't vote for trump, bow_tie suit comic_book cornet oboe
2222,81602,1,this transgendershit is getting outta hand, pickup tow_truck garbage_truck snowplow jeep
2223,78631,0,is there anything more beautiful than the islamic call to prayer?, web_site menu street_sign mosque hook
2224,90365,0,a muslim in congress wants to get rid of homeland security let that sink in! 18 years after 9/11 and this is where we are at?, Windsor_tie suit bow_tie book_jacket comic_book
2225,63187,1,"gaming in north korea if you die in game, you die in real life", web_site cellular_telephone monitor screen comic_book
2226,15893,1,"how many mexicans does it take to build a... oh wow, they're done", comic_book gas_pump microphone power_drill web_site
2227,60741,0,most of our clothes come from this, academic_gown military_uniform pickelhaube mortarboard conch
2228,78401,1,friends house and he when you at your white starts stabbing his parents only the dead can know peace from this evil, book_jacket comic_book pick hair_spray web_site
2229,84152,1,when your dishwasher  is done for good, quilt studio_couch sleeping_bag four-poster bassinet
2230,46952,0,what you americans guna do when they build a wall to keep yall out, cash_machine slot cinema bell_cote restaurant
2231,69237,0,temptations, diaper Band_Aid mixing_bowl tub piggy_bank
2232,59260,1,my priceless child porn collection you stupid goyim owe me 6 million sheckles, goldfish volcano book_jacket Dungeness_crab Dutch_oven
2233,51978,0,jesus doesn't care how many bible verses you have memorized he cares about how you treat people, ear corn tench barracouta zucchini
2234,19027,0,i hate 3 things: racism. sexism. and white men, mousetrap tray comic_book chain_saw book_jacket
2235,71645,0,i don't need to use my hands to kick your ass, vacuum lab_coat punching_bag projectile racket
2236,6194,1,burning things that don't mean anything to you, matchstick fire_screen torch stove book_jacket
2237,50723,1,i will lie. i will sleep with anyone. i will attack sexual perverts like joe biden in my own party to get ahead! i will let illegals murder americans. i will let newborns be i want to be your comfortable and executed president!, jersey Band_Aid brassiere perfume lab_coat
2238,7839,0,dont fuck with me... my husband is married to vladimir putin, panpipe theater_curtain wig hair_spray hand_blower
2239,52316,1,the face i make when the media calls bruce jenner catlyn jenner, television suit screen scoreboard web_site
2240,97842,1,there's so much white trash in this picture i barely know where to start!, book_jacket gown brassiere pajama web_site
2241,28976,0,when you're hiding from a shooter in your school and the foreign exchange student keeps on crying american students: first time ?, candle picket_fence book_jacket torch cinema
2242,46198,0,american class american trash, lab_coat Windsor_tie suit groom bow_tie
2243,14837,0,can you please tag laura and let her know she has left her bra, mask book_jacket comic_book stage head_cabbage
2244,71206,0,"my brother, the more girlfriends you have the more money you lose, the more you don't progress in life find one girlfriend invest in her and build your future together", book_jacket comic_book Band_Aid rapeseed jersey
2245,30824,0,where did you learn to do it so good? me when i was 2, cowboy_hat sombrero barrow scale soup_bowl
2246,7931,1,how black people became christians, comic_book book_jacket jigsaw_puzzle doormat web_site
2247,2983,0,large big mac no onions, hair_spray Band_Aid quill notebook comic_book
2248,15674,0,then he said i couldn't come to the barbecue because i always burn the hamburgers, suit book_jacket bow_tie comic_book military_uniform
2249,64193,1,you just ran past full retard and went straight to potato, jersey drumstick book_jacket web_site dumbbell
2250,65378,0,drink bleach.. then you can be white on the inside and out!, book_jacket picket_fence maypole coral_fungus bobsled
2251,28765,0,"and just like that, people forgot about area 51 started wanting to look like 80 year olds", Windsor_tie suit comic_book book_jacket academic_gown
2252,30462,0,if you have a beard but can't change a tire shave, Band_Aid drumstick sweatshirt cellular_telephone jean
2253,46301,1,if black people aren't lazy then why doesn't kfc have a breakfast menu, four-poster prison quilt mosquito_net shower_cap
2254,32806,0,when you start to choke but your uncle knows the heimlich maneuver, web_site swimming_trunks jersey book_jacket hair_spray
2255,59362,0,"obama's fbi did not break ""rules"" or ""policies."" they broke laws. they did not make ""mistakes."" they committed crimes", tobacco_shop suit Loafer shoe_shop Windsor_tie
2256,34915,1,just trying to do my part, amphibian ballplayer bulletproof_vest ice_lolly knee_pad
2257,97102,1,a monkey wearing makeup and a dress does not make it a woman and a man wearing makeup and a dress is also not a woman, military_uniform pickelhaube bulletproof_vest rifle half_track
2258,71486,0,if you're constantly referring to your skin color or other people's skin color... maybe you're the racist, torch ballplayer maillot comic_book basketball
2259,56281,0,liberals before the election trump and his supporters must accept the results of the election liberals after the election i do not accept the results of the election, prison television suit comic_book window_screen
2260,69024,0,is my smile creeping you out? you need to tell me if my smile is creeping you out, book_jacket park_bench bow_tie military_uniform guillotine
2261,86910,1,this is what happens when white people lose white privilege, mobile_home recreational_vehicle window_screen window_shade rain_barrel
2262,97413,0,"your birthday it is old, you have become", mask snail cowboy_hat shield triceratops
2263,97564,0,"sign says ""take a quarter"" takes two", hair_spray gown pajama confectionery vase
2264,79806,0,"when you ask them if they're having a seizure but they just spasm on the ground instead of answering you all right, then. keep your secrets", cup coffee_mug soup_bowl web_site plate
2265,12309,0,"i don't know how to deal with criminals, i guess i'll take a shot at them", bulletproof_vest military_uniform ballplayer coho sweatshirt
2266,17598,0,when you have an 80 point iq but it's the highest in your village, butternut_squash jack-o'-lantern acorn_squash rubber_eraser pinwheel
2267,61032,0,if being racist means that i don't want people of color in my country then i am not a racist, rifle assault_rifle military_uniform revolver chain_saw
2268,62384,0,whenever your owner walks to fast !, pug bull_mastiff Brabancon_griffon French_bulldog Boston_bull
2269,52743,1,like a hot ls swapped rx-7 girl with a penis, disk_brake oil_filter Model_T thresher fire_engine
2270,52904,1,when you eat her ass and then she say that she don't suck dick... wayment, Band_Aid ping-pong_ball diaper lens_cap crib
2271,6325,0,trump donated his salary to alcoholism research i see it as a personal attack, gong marimba drumstick torch drum
2272,17483,0,when someone asks why im such a cunt just am, suit Windsor_tie academic_gown groom military_uniform
2273,21943,0,is it a boy or a girl?, book_jacket bookshop comic_book tobacco_shop abaya
2274,28195,0,"gotta be careful who you fuck with. people will learn you, just to hurt you", limousine stole Windsor_tie cinema suit
2275,46315,1,question. how do blind people know when to stop wiping their asses?, punching_bag comic_book Band_Aid spaghetti_squash packet
2276,10256,1,"and if anything happens, the women are to blame that's right, it's their fault, definitely", cellular_telephone marimba grocery_store barbershop hair_spray
2277,19650,0,when it's the 1600s and you just got here from africa master looks after us now, cougar lion ice_bear Great_Dane whippet
2278,7523,1,man caught having sex with a feminist at the beach, maillot maillot bathing_cap swimming_trunks bikini
2279,24905,0,nascar presents the wal-mart 500, motor_scooter lawn_mower moped golfcart tricycle
2280,69017,0,all was well in new york until the fire nation attacked, book_jacket rotisserie space_shuttle comic_book steam_locomotive
2281,9413,1,when you start fingering yourself but your sister cums instead, abaya cloak sweatshirt hair_spray bath_towel
2282,37140,1,removes polish with chemicals nobody bats an eye removes polish with chemicals everybody loses his shit, book_jacket comic_book Band_Aid mask bow_tie
2283,58164,0,"im not a gay sjw like other femboys im racist and a gamer, daddy uwu", Pembroke red_fox Pomeranian Chihuahua Band_Aid
2284,1578,1,sea monkeys, bathing_cap maillot Weimaraner maillot swimming_trunks
2285,12460,1,when people just talk about weed and forget your birthday (sad racist noises), book_jacket park_bench military_uniform brass rifle
2286,73514,0,"it's ma'am!! i can't give you a ma'am, but i can give you a green eggs and haaaaaammmmmmm!", television comic_book web_site grand_piano stage
2287,28197,1,cheap shoes for sale.. pick up.... christchurch mosque, shoe_shop clog cowboy_boot sandal Loafer
2288,28043,0,i don't play, Band_Aid lotion strawberry ice_lolly eggnog
2289,32401,0,"in 2011 trump said ""all americans are idiots"" in 2016 they proved it", wooden_spoon plane mousetrap suit marimba
2290,34095,0,i've been here once. beautiful land and people, baboon macaque patas lion binoculars
2291,52089,0,for my haters kill yo self bitch!, revolver holster rifle assault_rifle hand_blower
2292,25103,1,this is what happens when you're gay in a muslim country, pedestal balance_beam ballplayer bannister horizontal_bar
2293,41389,1,it's simple really white people are stupid they do dumb shit like this all the time, stage microphone book_jacket comic_book web_site
2294,93124,0,how we see dogs what dogs want to eat when dogs are in heat, menu web_site toilet_seat bolo_tie ice_bear
2295,32985,0,when immigrants wave our flag they are not invaders, sombrero vestment academic_gown mortarboard poncho
2296,68549,1,"when she yells the safe word ""avocados"" but you don't stop cause what can she do about it", remote_control book_jacket web_site television monitor
2297,5189,0,siri take me home starting route to jail, reflex_camera oxygen_mask Polaroid_camera gasmask binoculars
2298,96078,0,meanwhile at the isis strip club, Arabian_camel isopod mushroom centipede bathing_cap
2299,18490,0,the rosenbergs were executed 1953 for selling nuclear secrets to russia the clintons actually sold nuclear material for development of weaponsto russia, book_jacket web_site bow_tie groom comic_book
2300,3795,1,even i can see you're a cunt, sunglasses sunglass Windsor_tie web_site suit
2301,86512,0,it's your birthday i'm controlling my excitement, tabby doormat Egyptian_cat tiger_cat carton
2302,32160,0,little white person please leave before my ancestors tell me to kick off this mountain, book_jacket balance_beam pole brassiere theater_curtain
2303,47031,1,beer -vs- woman at least the beer can't change its mind after you get its top off, beer_glass pitcher eggnog water_jug coffee_mug
2304,50142,0,2017 the year of the triggered left, suit Windsor_tie comic_book bow_tie book_jacket
2305,58310,0,"hey, dnc! it's not the people's job to rally around the candidate you choose... ...it's your job to choose the candidate that the people rally around!", stage scoreboard spotlight cannon web_site
2306,42510,1,"death to the jews!!! death to the christians!!! death to the hindus oh, and by the way, islam is a religion of peace. please stop persecuting us and try to be more tolerant", torch bathing_cap corn comic_book candle
2307,37542,1,i'm a gnigger and you've been robbed, fur_coat book_jacket comic_book teddy cloak
2308,41795,0,"happy birthday believe me, i am the best and greatest at wishing you a happy birthday", suit Windsor_tie academic_gown Loafer groom
2309,18937,0,if it fits it ships, carton crate forklift packet grocery_store
2310,14037,1,radical muslims are snakes moderate muslims are the grass they hide in, Indian_cobra hognose_snake garter_snake diamondback centipede
2311,90568,0,how cops celebrate weed busts, stage kimono harmonica cellular_telephone pajama
2312,8534,1,if you don't believe in god you're going to suffer and burn for all eternity in hell  child abuse it isn't necessarily physical, book_jacket web_site pajama prison military_uniform
2313,42751,0,i built this myself with my own hands, panpipe marimba tobacco_shop accordion packet
2314,69518,1,you can see black lives matter, harvester plow tractor thresher web_site
2315,97162,0,meanwhile at the isis strip club, isopod centipede mushroom Arabian_camel web_site
2316,31560,0,oh man my parents are going to kill me, brassiere hair_spray cellular_telephone maillot bikini
2317,14893,0,"last year tyrone got a new job, started building his credit, and spending more time with his kids then something amazing started to happen!", sax oboe jean sliding_door bassoon
2318,45371,0,don't do drugs boys and girls, butcher_shop plastic_bag grocery_store hammerhead cleaver
2319,54367,0,kids and guns don't mix, prison street_sign book_jacket bannister binoculars
2320,35708,0,like if you had one of these only the 1840's kids will remember, maraca grocery_store confectionery cowboy_hat wooden_spoon
2321,97543,0,this is what whoring pray yourself out to a bitches. religion you've never followed looks like, theater_curtain suit tobacco_shop Windsor_tie cinema
2322,36870,1,''dont cry because it's over smile because it happened'' -dr. seuss, head_cabbage academic_gown rifle military_uniform gasmask
2323,12570,0,when you pick her up for a date and she got hairbands on her wrist, diaper Band_Aid brassiere bath_towel tub
2324,41265,0,ice perfectly shaped to heal that butthurt, water_bottle megalith fountain geyser seashore
2325,76951,1,muslim coming omg he looks horny, ibex hartebeest impala gazelle book_jacket
2326,16837,1,it's mam  is it though?, academic_gown stole wig ballplayer quill
2327,30157,0,"i am a goat i eat everything, even your dreams", ibex gazelle ram llama wallaby
2328,76498,0,i see a cat let's get it for lunch, vulture bald_eagle black_grouse kite ruffed_grouse
2329,4783,0,"where you can get with that bull shit what is ""fuck outta here correct", bookshop television tobacco_shop Windsor_tie bow_tie
2330,59024,1,dear diary: i miss fucking!, neck_brace abaya academic_gown vestment sweatshirt
2331,64051,1,celebrating the ebt card. oh snap, fountain chain bathing_cap book_jacket Staffordshire_bullterrier
2332,90148,0,me sitting at work thinking about what i'm going to eat for lunch, shoe_shop toyshop library sweatshirt shopping_basket
2333,85092,0,"when someone thinks they've seen all your crazy but you hit them with some next level shit, like ""surprise bitch!""", jersey book_jacket comic_book web_site electric_guitar
2334,41697,1,when col sanders opens a kfc in wakanda, bow_tie lab_coat cornet bolo_tie military_uniform
2335,17860,0,"""come here, i need's to smack the stupid out of you""", tabby tiger_cat Egyptian_cat lynx Persian_cat
2336,24958,0,a new target for entry level police academy '', Band_Aid cellular_telephone sunscreen prison book_jacket
2337,97160,1,this would be racist if black people could read, notebook lab_coat library bulletproof_vest web_site
2338,97860,0,christians don't believe they evolved i agree, notebook suit hand-held_computer cellular_telephone Loafer
2339,63524,0,islam is a religion of peace if you don't agree then you're ignorant, corn hair_spray barbershop sunscreen wig
2340,70189,1,this isn't even my final form, gown web_site hoopskirt overskirt groom
2341,32587,1,corn shit lemon piss, Band_Aid tub bathing_cap hair_spray book_jacket
2342,12967,1,omg the middle east has ninjas too!!, abaya cloak parking_meter kimono bearskin
2343,67915,0,when you've finished with your life of crime, ice_lolly remote_control syringe Gila_monster Indian_cobra
2344,3854,1,did a lot of medical research didn't hurt any animals, book_jacket comic_book barbershop hair_spray hatchet
2345,76938,1,when the ss officer is searching the house for jews and he hears shuffling under the floorboards this is where the fun begins what does ss stand for? serious...nazis, mask gasmask comic_book ski_mask breastplate
2346,65037,0,muslims contributing to the very fabric of our nation, abaya bathing_cap wig mask mortarboard
2347,39285,0,i'm trying to put a load in the dishwasher him: me too!, drumstick apron gown jean lab_coat
2348,67041,0,that feeling you get when a goat's hair tickles your balls, cowboy_hat sombrero stage wig microphone
2349,51680,0,when i grow up i'm going to blow up, comic_book book_jacket envelope packet tray
2350,62981,0,i just chased 25 000 high paying jobs out of new york imagine what i'll do for the rest of the country hold my beer, Windsor_tie suit comic_book web_site book_jacket
2351,42598,1,america obama trump, packet pill_bottle sunscreen water_bottle medicine_chest
2352,5471,1,do you still suck dick? faggot, book_jacket pickelhaube military_uniform rifle comic_book
2353,97105,0,yes i'm trying to divide the country i'm dividing the illegals from the actual citizens, theater_curtain groom stage suit bow
2354,53160,0,when goats try to pull a car heist, harvester plow tractor jeep tow_truck
2355,70821,0,cooooooooooooon!!!!, grey_fox timber_wolf red_fox kit_fox coyote
2356,62831,1,converted to muslim ? why would you think that?, Tibetan_terrier otterhound briard Dandie_Dinmont Australian_terrier
2357,78904,0,never get too attached cause people wake up with difffrent feelings everyday, jersey buckle dumbbell laptop comic_book
